Date,M2_Baseline_Anomaly,M2_Baseline_Score,M2_IF_Score,M2_IF_Training_Percentile
2022-12-20,NORMAL,0.2623140313562719,0.403531951510178,0.7542857142857143
2022-12-21,NORMAL,0.17872885433885266,0.4128339609704315,0.7893877551020408
2022-12-22,NORMAL,0.3807339690517251,0.4223869845315412,0.8187755102040817
2022-12-23,NORMAL,0.5232567050912991,0.4213279696170247,0.8155102040816327
2022-12-26,NORMAL,0.37622999404451524,0.4166417287247672,0.803265306122449
2022-12-27,NORMAL,0.3973067846157193,0.410351835354467,0.7828571428571428
2022-12-28,NORMAL,0.628661094707901,0.4160569445974179,0.8008163265306123
2022-12-29,NORMAL,0.34291114440181697,0.4017196082333059,0.7404081632653061
2022-12-30,NORMAL,0.3382963258588489,0.3989511187945391,0.7224489795918367
2023-01-02,NORMAL,0.2792149459564667,0.3810467210604499,0.604040404040404
2023-01-03,NORMAL,0.26330166224257073,0.3807831772786262,0.6033670033670033
2023-01-04,NORMAL,0.2757756531234151,0.3951054495514834,0.7037037037037037
2023-01-05,NORMAL,0.3874968333406446,0.3990265143506926,0.7299663299663299
2023-01-06,ANOMALOUS,1.0124064422088652,0.4300640352625181,0.8195286195286196
2023-01-09,NORMAL,0.6946496661593853,0.412151789536895,0.7797979797979798
2023-01-10,NORMAL,0.6944124520596623,0.3862618333583547,0.6437710437710438
2023-01-11,NORMAL,0.7006918756679349,0.38689410729424883,0.6484848484848484
2023-01-12,NORMAL,0.6798858362820761,0.38595735014724336,0.6424242424242425
2023-01-13,NORMAL,0.43140934385571744,0.37732148569961294,0.5595959595959596
2023-01-16,NORMAL,0.136062778323736,0.3830370746040946,0.6222222222222222
2023-01-17,NORMAL,0.3012986344348936,0.38373311014252387,0.6269360269360269
2023-01-18,NORMAL,0.3113271185347103,0.3816907672216728,0.6080808080808081
2023-01-19,NORMAL,0.31761138997231486,0.37614738587083923,0.5461279461279461
2023-01-20,NORMAL,0.33639533417917195,0.3750515659626874,0.5360269360269361
2023-01-23,NORMAL,0.33809034880283323,0.3732499994803296,0.5097643097643098
