Date,M1_Regime_Code,M1_P_LOW,M1_P_ELEVATED,M1_P_STRESS
2021-03-18,Elevated-Volatility Transition,3.34478406926737e-18,0.9012387377303753,0.09876126226962556
2021-03-19,High-Volatility Stress,9.931195532109807e-20,0.10103833831813504,0.898961661681865
2021-03-22,High-Volatility Stress,5.080618059178744e-180,6.374127829274119e-63,1.0
2021-03-23,High-Volatility Stress,3.400028877153958e-186,7.034609538053893e-49,1.0
2021-03-24,High-Volatility Stress,2.1537291571648383e-168,4.728871511183462e-48,1.0
2021-03-25,High-Volatility Stress,9.384233558541766e-159,3.640018682356588e-43,1.0
2021-03-26,High-Volatility Stress,3.998356757976278e-160,8.845443466237937e-44,1.0
2021-03-29,High-Volatility Stress,3.556318886582907e-97,2.6694958197587604e-22,1.0
2021-03-30,High-Volatility Stress,9.442945154636272e-78,5.805043676965871e-23,1.0
2021-03-31,High-Volatility Stress,1.395134119701304e-75,1.5782626956356098e-22,1.0
2021-04-01,High-Volatility Stress,3.0008094997078326e-78,2.4960500601014287e-24,1.0
2021-04-02,High-Volatility Stress,3.8138643144278525e-75,5.9883641345221e-23,1.0
2021-04-05,High-Volatility Stress,4.4489562891537887e-69,1.513162563197081e-20,1.0
2021-04-06,High-Volatility Stress,8.096306022128029e-63,9.91194433129706e-19,1.0
2021-04-07,High-Volatility Stress,1.4497056214288075e-58,1.8921376517472617e-17,1.0
2021-04-08,High-Volatility Stress,7.277567883351949e-55,3.647909497084708e-17,1.0
2021-04-09,High-Volatility Stress,4.745168793654552e-54,5.4467005198205213e-17,1.0
2021-04-12,High-Volatility Stress,2.0992954884798187e-53,4.886239996736071e-17,1.0
2021-04-13,High-Volatility Stress,2.288264508127078e-53,7.899604351039393e-17,1.0
2021-04-14,High-Volatility Stress,1.293031079830664e-53,4.302357088153782e-17,1.0
2021-04-15,High-Volatility Stress,1.6783744894192765e-52,2.452433594551325e-15,0.9999999999999982
2021-04-16,High-Volatility Stress,3.00179082641468e-49,6.19671336268178e-14,0.9999999999999378
2021-04-19,High-Volatility Stress,2.500157404282264e-27,0.47486343758458893,0.525136562415411
2021-04-20,Elevated-Volatility Transition,8.267687261883387e-14,0.986233583763907,0.013766416236009993
2021-04-21,Elevated-Volatility Transition,3.334773217806183e-14,0.9996065344352354,0.0003934655647319184
2021-04-22,Elevated-Volatility Transition,2.803093708387547e-17,0.9974189824526177,0.0025810175473825413
2021-04-23,Elevated-Volatility Transition,1.6273554767243747e-15,0.9990770339253067,0.0009229660746921056
2021-04-26,Elevated-Volatility Transition,7.138057923071887e-16,0.9996978169887893,0.0003021830112103516
2021-04-27,Elevated-Volatility Transition,1.1060496859738771e-14,0.999859343150491,0.00014065684949765372
2021-04-28,Elevated-Volatility Transition,3.814059601902081e-13,0.9999459588200689,5.404117954966958e-05
2021-04-29,Elevated-Volatility Transition,1.2039394933824192e-10,0.9999591521528933,4.084772671343317e-05
2021-04-30,Elevated-Volatility Transition,9.497515477883029e-12,0.9999420330875181,5.7966902984391294e-05
2021-05-03,Elevated-Volatility Transition,3.7942391843425257e-10,0.9999743985713078,2.560104926810015e-05
2021-05-04,Elevated-Volatility Transition,8.070458943165907e-11,0.9999588088360448,4.119108325131036e-05
2021-05-05,Elevated-Volatility Transition,4.819128512215924e-10,0.9999768816429091,2.3117875178371928e-05
2021-05-06,Elevated-Volatility Transition,3.341883891893225e-10,0.9999811118925671,1.888777324430905e-05
2021-05-07,Elevated-Volatility Transition,1.0419884178023582e-09,0.9999814065285014,1.8592429509983465e-05
2021-05-10,Elevated-Volatility Transition,2.451666652257009e-09,0.9999871160897713,1.2881458562011499e-05
2021-05-11,Elevated-Volatility Transition,1.2918654110775896e-08,0.9999805063154995,1.948076584659309e-05
2021-05-12,Elevated-Volatility Transition,2.709508628372494e-13,0.9998813338514926,0.00011866614823637213
2021-05-13,Elevated-Volatility Transition,1.4638963494869472e-12,0.9999157062162949,8.42937822406488e-05
2021-05-14,Elevated-Volatility Transition,6.0765519704136445e-12,0.9999570565113133,4.294348260984895e-05
2021-05-17,Elevated-Volatility Transition,9.776694865502685e-17,0.9990829062918477,0.0009170937081520215
2021-05-18,Elevated-Volatility Transition,1.488535424198439e-14,0.9998314913238743,0.0001685086761106612
2021-05-19,Elevated-Volatility Transition,3.7182673294262007e-13,0.9999482692143118,5.1730785316766445e-05
2021-05-20,Elevated-Volatility Transition,1.028990243707717e-11,0.9999790671975753,2.093279213505528e-05
2021-05-21,Elevated-Volatility Transition,2.4388477742306995e-11,0.9999843921393552,1.560783625590492e-05
2021-05-24,Elevated-Volatility Transition,8.525700115355637e-09,0.9999909054053038,9.08606899564316e-06
2021-05-25,Elevated-Volatility Transition,1.3793771025644795e-09,0.9999860197962386,1.3978824384156433e-05
2021-05-26,Elevated-Volatility Transition,8.061696285226766e-09,0.9999917507467382,8.241191565544768e-06
2021-05-27,Elevated-Volatility Transition,4.151633219436959e-09,0.9999868410510669,1.3154797300281782e-05
2021-05-28,Elevated-Volatility Transition,9.37815571086562e-10,0.9999796098725022,2.038918968264929e-05
2021-05-31,Elevated-Volatility Transition,8.816315148398498e-10,0.9999917685398119,8.230578556838904e-06
2021-06-01,Elevated-Volatility Transition,2.061837623996564e-08,0.9999961910237718,3.7883578520097193e-06
2021-06-02,Elevated-Volatility Transition,1.7756449249567362e-09,0.999993076555748,6.921668607146234e-06
2021-06-03,Elevated-Volatility Transition,1.0027833242378949e-11,0.99997201285543,2.798713454254405e-05
2021-06-04,Elevated-Volatility Transition,3.3339538694684037e-10,0.9999938092003482,6.19046625609446e-06
2021-06-07,Elevated-Volatility Transition,4.935409618577612e-10,0.9999944724039592,5.527102500246461e-06
2021-06-08,Elevated-Volatility Transition,1.4203086343792115e-09,0.9999964886378017,3.5099418892850366e-06
2021-06-09,Elevated-Volatility Transition,1.3443469595398451e-08,0.9999967453713882,3.2411851422302524e-06
2021-06-10,Elevated-Volatility Transition,8.198134647399352e-14,0.9998497345845027,0.00015026541541609417
2021-06-11,Elevated-Volatility Transition,6.893774773839051e-11,0.9999864346392829,1.356529177908967e-05
2021-06-14,Elevated-Volatility Transition,5.226852064559782e-06,0.9999943334696356,4.396782999657526e-07
2021-06-15,Elevated-Volatility Transition,1.1704849138283106e-06,0.9999982266573152,6.028577710925012e-07
2021-06-16,Elevated-Volatility Transition,1.7238568889292024e-06,0.9999977610334394,5.151096712922215e-07
2021-06-17,Elevated-Volatility Transition,2.86638915951304e-06,0.9999959585585109,1.175052329321711e-06
2021-06-18,Elevated-Volatility Transition,3.208994325239128e-05,0.999966418472956,1.4915837916139051e-06
2021-06-21,Elevated-Volatility Transition,8.915288661195588e-05,0.9999099260194106,9.21093977711125e-07
2021-06-22,Elevated-Volatility Transition,8.595188265321868e-07,0.9999985242125168,6.162686571401063e-07
2021-06-23,Elevated-Volatility Transition,6.524879613838696e-05,0.9999346098787855,1.4132507626283773e-07
2021-06-24,Elevated-Volatility Transition,8.48925524594934e-05,0.99991492181053,1.856370107323237e-07
2021-06-25,Elevated-Volatility Transition,5.563111216912406e-05,0.9999441721855008,1.9670233013998087e-07
2021-06-28,Elevated-Volatility Transition,7.189388781877543e-06,0.9999924736130568,3.369981611111078e-07
2021-06-29,Elevated-Volatility Transition,0.00035126029024461154,0.9996485915615173,1.4814823790423014e-07
2021-06-30,Elevated-Volatility Transition,0.0004908577650110115,0.9995090181471274,1.2408786164559053e-07
2021-07-01,Elevated-Volatility Transition,0.0009275695564326997,0.999072293974226,1.364693414661742e-07
2021-07-02,Elevated-Volatility Transition,0.0030498465124013754,0.996950027202973,1.2628462579210168e-07
2021-07-05,Elevated-Volatility Transition,0.017335372046924175,0.9826644928366004,1.351164755301305e-07
2021-07-06,Elevated-Volatility Transition,0.04272279281547524,0.957277031549628,1.75634896907396e-07
2021-07-07,Elevated-Volatility Transition,0.10095203984276793,0.8990477889151363,1.7124209566067865e-07
2021-07-08,Low-Volatility Trend,0.8081446495793644,0.19185524691649616,1.0350413923296868e-07
2021-07-09,Low-Volatility Trend,0.9815836386889535,0.018416338600770008,2.2710276479116456e-08
2021-07-12,Low-Volatility Trend,0.9977695981787246,0.0022303894173694864,1.2403906014005772e-08
2021-07-13,Low-Volatility Trend,0.9992233526821562,0.0007766328439683026,1.4473875619431445e-08
2021-07-14,Low-Volatility Trend,0.99860485546077,0.00139510699292588,3.7546304131605734e-08
2021-07-15,Low-Volatility Trend,0.9996370100317613,0.00036294420247008944,4.576576867845477e-08
2021-07-16,Low-Volatility Trend,0.9990042050270262,0.000995646031014082,1.489419594993231e-07
2021-07-19,Low-Volatility Trend,0.9992042874286404,0.000795700895478731,1.1675880877662944e-08
2021-07-20,Low-Volatility Trend,0.9998952738274599,0.00010472250454147538,3.66799862404349e-09
2021-07-21,Low-Volatility Trend,0.9999368061192556,6.319171125499209e-05,2.1694894136742885e-09
2021-07-22,Low-Volatility Trend,0.9999793014945587,2.069724283323081e-05,1.2626079992248427e-09
2021-07-23,Low-Volatility Trend,0.9999922532570557,7.74562691842629e-06,1.116025914018928e-09
2021-07-26,Low-Volatility Trend,0.9999981791919325,1.8185629986399472e-06,2.245068854720665e-09
2021-07-27,Low-Volatility Trend,0.9999992590936493,7.392675727529643e-07,1.6387779545351422e-09
2021-07-28,Low-Volatility Trend,0.999999210588876,7.874675777318844e-07,1.943546389771631e-09
2021-07-29,Low-Volatility Trend,0.9991646668299381,0.0008346933232790331,6.398467827720006e-07
2021-07-30,Low-Volatility Trend,0.9999497977863863,5.018443043104054e-05,1.7783182851160783e-08
2021-08-02,Low-Volatility Trend,0.8150154221132394,0.18481839636663777,0.00016618152012257972
2021-08-03,Low-Volatility Trend,0.8462099184094304,0.15378760850785717,2.4730827124804676e-06
2021-08-04,Low-Volatility Trend,0.7987304299467579,0.20126825050034675,1.3195528950253955e-06
2021-08-05,Low-Volatility Trend,0.9778506677111645,0.022149285610039933,4.6678795667051973e-08
2021-08-06,Low-Volatility Trend,0.8182034736628537,0.1817941982841162,2.3280530300428826e-06
2021-08-09,Low-Volatility Trend,0.9782972293619098,0.021702619350417514,1.5128767245504187e-07
2021-08-10,Low-Volatility Trend,0.9957616484710048,0.0042383189316758905,3.259731951666458e-08
2021-08-11,Low-Volatility Trend,0.9991616034880519,0.000838388043461979,8.468486137897582e-09
2021-08-12,Low-Volatility Trend,0.9768785381761891,0.023121217778289033,2.440455222233646e-07
2021-08-13,Low-Volatility Trend,0.9965627520183439,0.0034372301568288497,1.7824827423622823e-08
2021-08-16,Low-Volatility Trend,0.9871537110172949,0.012845993337798227,2.956449067668419e-07
2021-08-17,Low-Volatility Trend,0.9907522180235782,0.00924765622966171,1.2574675989817777e-07
2021-08-18,Low-Volatility Trend,0.9950876165541168,0.004912312271304542,7.117457870280757e-08
2021-08-19,Low-Volatility Trend,0.998603630282284,0.001396360151386288,9.566329548203543e-09
2021-08-20,Low-Volatility Trend,0.9991475179588688,0.0008524758742395747,6.166891678877865e-09
2021-08-23,Low-Volatility Trend,0.9936896647211048,0.006310264670045937,7.060884927775263e-08
2021-08-24,Low-Volatility Trend,0.9958321389997554,0.004167830910350009,3.0089894561941813e-08
2021-08-25,Low-Volatility Trend,0.9943372472285573,0.005662692836824489,5.993461802791036e-08
2021-08-26,Low-Volatility Trend,0.998918593481014,0.0010813804907130482,2.602827280878343e-08
2021-08-27,Low-Volatility Trend,0.9950426083775733,0.004957183241573169,2.0838085331650573e-07
2021-08-30,Low-Volatility Trend,0.9996912411237092,0.00030874978127110557,9.09501974064451e-09
2021-08-31,Low-Volatility Trend,0.9927395872618455,0.007259978959037088,4.337791171459859e-07
2021-09-01,Low-Volatility Trend,0.9972378938599507,0.002761953644492439,1.5249555719931887e-07
2021-09-02,Low-Volatility Trend,0.9988997746423984,0.0011000837749295697,1.4158267243546168e-07
2021-09-03,Low-Volatility Trend,0.9999052253620243,9.47596772214035e-05,1.496075414697308e-08
2021-09-06,Low-Volatility Trend,0.9996955863595189,0.00030431696526866123,9.667521231119026e-08
2021-09-07,Low-Volatility Trend,0.9997503718030522,0.0002496096982317044,1.849871612896332e-08
2021-09-08,Low-Volatility Trend,0.9751005353775872,0.024898287958695527,1.1766637173974997e-06
2021-09-09,Low-Volatility Trend,0.9974213536546706,0.002578612417068505,3.39282608745836e-08
2021-09-10,Low-Volatility Trend,0.9991891364185661,0.0008108466368638665,1.694457015584857e-08
2021-09-13,Low-Volatility Trend,0.9992571710519101,0.0007428061671091737,2.2780980905476498e-08
2021-09-14,Low-Volatility Trend,0.9998489759855927,0.0001510201386222285,3.875785079176741e-09
2021-09-15,Low-Volatility Trend,0.9999815659972893,1.8432533024993913e-05,1.4696857740985282e-09
2021-09-16,Low-Volatility Trend,0.9990540976580721,0.0009458668898412755,3.545208648830606e-08
2021-09-17,Low-Volatility Trend,0.5327450139235125,0.4672267086303287,2.827744615898892e-05
2021-09-20,Low-Volatility Trend,0.5774648690702026,0.42253409698560623,1.033944191360465e-06
2021-09-21,Low-Volatility Trend,0.6108275239706927,0.38917184133178107,6.346975260686562e-07
2021-09-22,Low-Volatility Trend,0.7172130995753218,0.2827863665899525,5.33834726037048e-07
2021-09-23,Elevated-Volatility Transition,0.014673331483662845,0.9853193289131835,7.339603153733381e-06
2021-09-24,Elevated-Volatility Transition,4.136637878676942e-05,0.99995388423194,4.7493892731674366e-06
2021-09-27,Elevated-Volatility Transition,0.00026364696734879116,0.9997354782982567,8.747343945667403e-07
2021-09-28,Elevated-Volatility Transition,0.0003805372668058346,0.9996178740118447,1.5887213496721399e-06
2021-09-29,Elevated-Volatility Transition,0.00034566381087871705,0.9996524059474917,1.9302416294917745e-06
2021-09-30,Elevated-Volatility Transition,0.007165129959334489,0.992834344188461,5.258522049455456e-07
2021-10-01,Elevated-Volatility Transition,0.08461925936703273,0.9153803866497969,3.5398317073002e-07
2021-10-04,Low-Volatility Trend,0.6187829986686693,0.3812168299040221,1.7142730870511517e-07
2021-10-05,Low-Volatility Trend,0.9642651012901003,0.0357348605543324,3.815556726162818e-08
2021-10-06,Low-Volatility Trend,0.998384505916946,0.0016154748341015805,1.9248952224292062e-08
2021-10-07,Low-Volatility Trend,0.9994807886214073,0.0005191932216444022,1.8156948245015535e-08
2021-10-08,Low-Volatility Trend,0.9883295312594783,0.011670075753604299,3.929869173943093e-07
2021-10-11,Low-Volatility Trend,0.9838963958443498,0.016103155913662827,4.4824198694957926e-07
2021-10-12,Low-Volatility Trend,0.9711526473322445,0.028846494831887295,8.578358684673388e-07
2021-10-13,Low-Volatility Trend,0.8928024016876341,0.10719271445869173,4.883853674224103e-06
2021-10-14,Elevated-Volatility Transition,0.017336622214608823,0.9825361928502645,0.00012718493512650915
2021-10-15,Elevated-Volatility Transition,0.0001594906650308308,0.9997888892392945,5.1620095675315215e-05
2021-10-18,Elevated-Volatility Transition,9.808314670963951e-06,0.9999050800886838,8.511159664463587e-05
2021-10-19,Elevated-Volatility Transition,6.625419679903747e-05,0.9999235530403048,1.0192762895558363e-05
2021-10-20,Elevated-Volatility Transition,8.514842120912744e-06,0.9999889145644151,2.5705934643992697e-06
2021-10-21,Elevated-Volatility Transition,4.298969553679629e-24,0.6061738619586049,0.39382613804139455
2021-10-22,Elevated-Volatility Transition,5.352727164748307e-18,0.7742541970931396,0.22574580290685992
2021-10-25,Elevated-Volatility Transition,4.759381452356189e-16,0.9675857256848391,0.03241427431516092
2021-10-26,Elevated-Volatility Transition,1.3886186776081013e-15,0.9968667899661816,0.003133210033817007
2021-10-27,Elevated-Volatility Transition,1.808422983869726e-14,0.9997013228427678,0.0002986771572145188
2021-10-28,Elevated-Volatility Transition,1.3364531467141025e-07,0.9999985863138035,1.2800408816992507e-06
2021-10-29,Elevated-Volatility Transition,1.2057389040881852e-07,0.9999978695486923,2.0098774173247475e-06
2021-11-01,Elevated-Volatility Transition,2.016544845073953e-07,0.9999985042656845,1.2940798314195026e-06
2021-11-02,Elevated-Volatility Transition,9.868091308150228e-08,0.9999983135158949,1.5878031923460648e-06
2021-11-03,Elevated-Volatility Transition,1.6007901032047414e-07,0.9999978303893807,2.009531609122617e-06
2021-11-04,Elevated-Volatility Transition,7.864724877302539e-08,0.9999973008742862,2.6204784646292027e-06
2021-11-05,Elevated-Volatility Transition,2.834221595058667e-07,0.9999982065256787,1.5100521618253188e-06
2021-11-08,Elevated-Volatility Transition,7.09741168597457e-07,0.9999969246748358,2.3655839956881265e-06
2021-11-09,Elevated-Volatility Transition,4.188854101684783e-07,0.9999962227968282,3.3583177617560426e-06
2021-11-10,Elevated-Volatility Transition,7.98260918810543e-09,0.9999935824002555,6.409617135666288e-06
2021-11-11,Elevated-Volatility Transition,1.4548850240144829e-08,0.9999951287868473,4.856664302871711e-06
2021-11-12,Elevated-Volatility Transition,1.108383295243174e-09,0.9999792212151486,2.0777676467979148e-05
2021-11-15,Elevated-Volatility Transition,3.9922018459894886e-10,0.9999120271231083,8.797247767066637e-05
2021-11-16,Elevated-Volatility Transition,4.1323418581926782e-22,0.860574060627119,0.13942593937288042
2021-11-17,High-Volatility Stress,9.043950367208914e-41,6.279425966716718e-06,0.999993720574034
2021-11-18,High-Volatility Stress,9.074202670734629e-79,7.068647690146058e-17,1.0
2021-11-19,High-Volatility Stress,1.6942053314558962e-88,1.3663416096981904e-16,1.0
2021-11-22,High-Volatility Stress,1.8069879225662393e-91,1.8409699746248325e-17,1.0
2021-11-23,High-Volatility Stress,0.0,4.313087401783206e-171,1.0
2021-11-24,High-Volatility Stress,0.0,4.5515027773678455e-186,1.0
2021-11-25,High-Volatility Stress,0.0,3.3891913974128395e-167,1.0
2021-11-26,High-Volatility Stress,0.0,2.0359627805645473e-175,1.0
2021-11-29,High-Volatility Stress,0.0,1.7741139970037222e-184,1.0
2021-11-30,High-Volatility Stress,0.0,1.028706907578944e-169,1.0
2021-12-01,High-Volatility Stress,0.0,7.49147551497097e-136,1.0
2021-12-02,High-Volatility Stress,0.0,1.553834736029921e-140,1.0
2021-12-03,High-Volatility Stress,0.0,6.950708403846329e-134,1.0
2021-12-06,High-Volatility Stress,0.0,1.39838285829749e-128,1.0
2021-12-07,High-Volatility Stress,0.0,2.308756163802465e-117,1.0
2021-12-08,High-Volatility Stress,0.0,8.42094798138967e-115,1.0
2021-12-09,High-Volatility Stress,0.0,5.024991519640492e-113,1.0
2021-12-10,High-Volatility Stress,0.0,6.878444367784209e-114,1.0
2021-12-13,High-Volatility Stress,0.0,4.814240757650382e-115,1.0
2021-12-14,High-Volatility Stress,0.0,1.1457014502011428e-128,1.0
2021-12-15,High-Volatility Stress,0.0,7.912659149520449e-131,1.0
2021-12-16,High-Volatility Stress,0.0,6.855986421395136e-163,1.0
2021-12-17,High-Volatility Stress,0.0,1.8370332751501674e-182,1.0
2021-12-20,High-Volatility Stress,0.0,0.0,1.0
2021-12-21,High-Volatility Stress,0.0,0.0,1.0
2021-12-22,High-Volatility Stress,0.0,0.0,1.0
2021-12-23,High-Volatility Stress,0.0,0.0,1.0
2021-12-24,High-Volatility Stress,0.0,0.0,1.0
2021-12-27,High-Volatility Stress,0.0,0.0,1.0
2021-12-28,High-Volatility Stress,0.0,0.0,1.0
2021-12-29,High-Volatility Stress,0.0,0.0,1.0
2021-12-30,High-Volatility Stress,0.0,0.0,1.0
2021-12-31,High-Volatility Stress,0.0,0.0,1.0
2022-01-03,High-Volatility Stress,6.168977064811808e-234,8.662196668316254e-226,1.0
2022-01-04,High-Volatility Stress,1.2911175575325095e-234,4.962790212955793e-197,1.0
2022-01-05,High-Volatility Stress,2.1624139576472255e-199,4.532214997022793e-164,1.0
2022-01-06,High-Volatility Stress,7.857964909897024e-190,4.021228797662602e-147,1.0
2022-01-07,High-Volatility Stress,2.2958000629701823e-186,1.0427963553785735e-145,1.0
2022-01-10,High-Volatility Stress,6.296446399139558e-185,3.4053499162079406e-146,1.0
2022-01-11,High-Volatility Stress,3.1351058732001574e-176,7.526563267036067e-145,1.0
2022-01-12,High-Volatility Stress,9.31213807321328e-192,5.693424376211656e-199,1.0
2022-01-13,High-Volatility Stress,1.0394509855923457e-183,1.2771794892041992e-166,1.0
2022-01-14,High-Volatility Stress,1.216910585839388e-174,7.74791242047369e-167,1.0
2022-01-17,High-Volatility Stress,4.4222873655720036e-104,5.414662212177781e-152,1.0
2022-01-18,High-Volatility Stress,7.291898363625826e-95,1.0286436562028295e-141,1.0
2022-01-19,High-Volatility Stress,7.051847942946638e-83,1.0758813790554516e-143,1.0
2022-01-20,High-Volatility Stress,9.126192613026603e-67,2.672553898180851e-144,1.0
2022-01-21,High-Volatility Stress,8.829695271051251e-64,1.2094271560173854e-134,1.0
2022-01-24,High-Volatility Stress,1.0013107887205016e-59,2.210346139370257e-129,1.0
2022-01-25,High-Volatility Stress,3.481220468838074e-59,1.2448139845222592e-131,1.0
2022-01-26,High-Volatility Stress,1.674525283335702e-52,7.34245894958556e-121,1.0
2022-01-27,High-Volatility Stress,8.311961806570329e-51,4.353096855346058e-116,1.0
2022-01-28,High-Volatility Stress,1.2233887964822874e-50,4.341950649727756e-126,1.0
2022-01-31,High-Volatility Stress,1.2975591122085795e-52,4.444057609841909e-143,1.0
2022-02-01,High-Volatility Stress,1.395197851918491e-50,9.561544942871803e-139,1.0
2022-02-02,High-Volatility Stress,3.3273615894053283e-50,5.037232943651968e-130,1.0
2022-02-03,High-Volatility Stress,6.625346705354313e-50,4.4128616368742677e-122,1.0
2022-02-04,High-Volatility Stress,2.076968696031207e-49,2.6103749021361753e-122,1.0
2022-02-07,High-Volatility Stress,7.054885502161688e-50,6.31885034274182e-120,1.0
2022-02-08,High-Volatility Stress,2.1566607825584542e-49,6.388633157536063e-122,1.0
2022-02-09,High-Volatility Stress,3.6206414901571334e-47,8.24168161958182e-123,1.0
2022-02-10,High-Volatility Stress,6.495120826412864e-47,4.038319402132432e-125,1.0
2022-02-11,High-Volatility Stress,1.947598966260551e-47,7.288324756516365e-126,1.0
2022-02-14,High-Volatility Stress,2.550094312114562e-47,1.8998460879576748e-118,1.0
2022-02-15,High-Volatility Stress,1.4351908815324867e-38,1.018193210032119e-113,1.0
2022-02-16,High-Volatility Stress,3.317288092042356e-35,7.709065685748454e-113,1.0
