Return_1D,Return_5D,Volatility_5D,Volatility_20D,Volatility_60D,MA_Distance_20D,MA_Slope_20D,Drawdown_60D,HMM_State,Regime_Name
0.0008929844157980561,0.004249711179221543,0.005579252888877067,0.006491453771545713,0.007599380732259122,0.007682730242394268,0.015608792838793193,-0.02617869178566973,0,Elevated-Volatility Transition
0.0006884682006924629,0.0033555352982144607,0.0011871125074020819,0.0013921196599341098,0.0018248541649610994,0.006336505567684862,0.012933795109062353,-0.00038458085248869317,1,Low-Volatility Trend
0.0028145319526964503,0.015257651427083605,0.017908579013680672,0.020088687072198456,0.020231994950276805,0.027153975363704,0.06458598751954017,-0.07741868953609175,2,High-Volatility Stress
