baseline_synthetic,if_synthetic,ocsvm_synthetic,baseline_rate_mean,if_rate_mean,ocsvm_rate_mean,baseline_rate_sd,if_rate_sd,ocsvm_rate_sd,if_target_gap,ocsvm_target_gap,if_seed_jaccard,global_if_gap,conditioned_if_gap,global_oc_gap,conditioned_oc_gap,Primary_Detector,Secondary_Detector,Rejected_Primary
0.5781835205992509,0.5999820014398848,0.8006461421512733,0.06302207945084963,0.05823509185578148,0.15575489184593486,0.032849254061033464,0.07191048250065786,0.17745860756418533,0.06555642317280667,0.13745613513090088,0.9669512898746307,0.029872831920354632,0.0383687833948392,0.1832811081566623,0.44868920433398923,STATISTICAL_BASELINE,ISOLATION_FOREST_SCORE,"ISOLATION_FOREST_BINARY, ONE_CLASS_SVM_BINARY, HARD_REGIME_CONDITIONED_MODELS"
