Date,Model_Version,Inference_Mode,USDTRY,Direction,Confidence,Probability_Margin,Normalized_Entropy,P_DOWN,P_FLAT,P_UP,Raw_P_DOWN,Raw_P_FLAT,Raw_P_UP,Temperature,Training_Cutoff
2026-08-07,M3-v0.1.0,OUT_OF_SAMPLE_OPERATIONAL,47.7111,FLAT,0.8793589956818046,0.7614655303022289,0.3470812454313644,0.0027475389386195865,0.8793589956818046,0.11789346537957573,0.006528424888575893,0.8389128525504117,0.15455872256101255,0.8418048930199643,2026-07-31
