baseline_synthetic,if_synthetic,ocsvm_synthetic,baseline_rate_mean,if_rate_mean,ocsvm_rate_mean,baseline_rate_sd,if_rate_sd,ocsvm_rate_sd,if_target_gap,ocsvm_target_gap,if_seed_jaccard,global_if_gap,conditioned_if_gap,global_oc_gap,conditioned_oc_gap,Primary_Detector,Secondary_Detector,Rejected_Primary
0.5873731679819616,0.6024118070554355,0.8033989957512553,0.06494515637392655,0.06207878966499653,0.15896493212494064,0.03290259951226008,0.07775822995785135,0.18051122744084844,0.06881373783921031,0.13963085848482812,0.9702373101164752,0.031805199070113095,0.040301150544597666,0.18687142345266317,0.39784164980750497,STATISTICAL_BASELINE,ISOLATION_FOREST_SCORE,"ISOLATION_FOREST_BINARY, ONE_CLASS_SVM_BINARY, HARD_REGIME_CONDITIONED_MODELS"
