Date,USDTRY,,,Retrun_5D,Retrun_20D,Volatility_5D,Volatility_20D,Volatility_6D,MA_Distance_20D,MA_Distance_50D,MA_Slope_20D,Drawdown_60D
4/4/2019,5.5925,,,,,,,,,,,
4/5/2019,5.6262,,,,,,,,,,,
4/8/2019,5.6903,,,,,,,,,,,
4/9/2019,5.6943,,,,,,,,,,,
4/10/2019,5.6818,,,,,,,,,,,
4/11/2019,5.7388,,,,,,,,,,,
4/12/2019,5.7693,,,,,,,,,,,
4/15/2019,5.8041,,,,,,,,,,,
4/16/2019,5.7703,,,,,,,,,,,
4/17/2019,5.7387,,,,,,,,,,,
4/18/2019,5.8018,,,,,,,,,,,
4/19/2019,5.8112,,,,,,,,,,,
4/22/2019,5.8272,,,,,,,,,,,
4/23/2019,5.8287,,,,,,,,,,,
4/24/2019,5.8753,,,,,,,,,,,
4/25/2019,5.9268,,,,,,,,,,,
4/26/2019,5.9382,,,,,,,,,,,
4/29/2019,5.9483,,,,,,,,,,,
4/30/2019,5.9656,,,,,,,,,,,
5/1/2019,5.9665,,,,,,,,,,,
5/2/2019,5.9645,,,,,,,,,,,
5/3/2019,5.9648,,,,,,,,,,,
5/6/2019,6.0803,,,,,,,,,,,
5/7/2019,6.1511,,,,,,,,,,,
5/8/2019,6.186,,,,,,,,,,,
5/9/2019,6.1926,,,,,,,,,,,
5/10/2019,5.9851,,,,,,,,,,,
5/13/2019,6.0594,,,,,,,,,,,
5/14/2019,6.0306,,,,,,,,,,,
5/15/2019,6.0007,,,,,,,,,,,
5/16/2019,6.0457,,,,,,,,,,,
5/17/2019,6.055,,,,,,,,,,,
5/20/2019,6.0272,,,,,,,,,,,
5/21/2019,6.0525,,,,,,,,,,,
5/22/2019,6.1002,,,,,,,,,,,
5/23/2019,6.0964,,,,,,,,,,,
5/24/2019,6.0825,,,,,,,,,,,
5/27/2019,6.0629,,,,,,,,,,,
5/28/2019,6.0319,,,,,,,,,,,
5/29/2019,6.0121,,,,,,,,,,,
5/30/2019,5.8772,,,,,,,,,,,
5/31/2019,5.8382,,,,,,,,,,,
6/3/2019,5.8339,,,,,,,,,,,
6/4/2019,5.7824,,,,,,,,,,,
6/5/2019,5.731,,,,,,,,,,,
6/6/2019,5.7801,,,,,,,,,,,
6/7/2019,5.831,,,,,,,,,,,
6/10/2019,5.7747,,,,,,,,,,,
6/11/2019,5.7976,,,,,,,,,,,
6/12/2019,5.808,,,,,,,,,,,
6/13/2019,5.8682,,,,,,,,,,,
6/14/2019,5.9015,,,,,,,,,,,
6/17/2019,5.8733,,,,,,,,,,,
6/18/2019,5.8284,,,,,,,,,,,
6/19/2019,5.7914,,,,,,,,,,,
6/20/2019,5.7644,,,,,,,,,,,
6/21/2019,5.8214,,,,,,,,,,,
6/24/2019,5.809,,,,,,,,,,,
6/25/2019,5.7949,,,,,,,,,,,
6/26/2019,5.7749,,,,,,,,,,,
6/27/2019,5.7725,,,,,,,,,,,
6/28/2019,5.7921,,,,,,,,,,,
7/1/2019,5.6507,,,,,,,,,,,
7/2/2019,5.6528,,,,,,,,,,,
7/3/2019,5.6249,,,,,,,,,,,
7/4/2019,5.5953,,,,,,,,,,,
7/5/2019,5.6288,,,,,,,,,,,
7/8/2019,5.7367,,,,,,,,,,,
7/9/2019,5.7322,,,,,,,,,,,
7/10/2019,5.6741,,,,,,,,,,,
7/11/2019,5.6734,,,,,,,,,,,
7/12/2019,5.72,,,,,,,,,,,
7/15/2019,5.7148,,,,,,,,,,,
7/16/2019,5.7118,,,,,,,,,,,
7/17/2019,5.6842,,,,,,,,,,,
7/18/2019,5.6181,,,,,,,,,,,
7/19/2019,5.6551,,,,,,,,,,,
7/22/2019,5.677,,,,,,,,,,,
7/23/2019,5.7178,,,,,,,,,,,
7/24/2019,5.7085,,,,,,,,,,,
7/25/2019,5.7027,,,,,,,,,,,
7/26/2019,5.6718,,,,,,,,,,,
7/29/2019,5.6148,,,,,,,,,,,
7/30/2019,5.5597,,,,,,,,,,,
7/31/2019,5.5864,,,,,,,,,,,
8/1/2019,5.6039,,,,,,,,,,,
8/2/2019,5.5597,,,,,,,,,,,
8/5/2019,5.5715,,,,,,,,,,,
8/6/2019,5.5209,,,,,,,,,,,
8/7/2019,5.4938,,,,,,,,,,,
8/8/2019,5.4782,,,,,,,,,,,
8/9/2019,5.4917,,,,,,,,,,,
8/12/2019,5.564,,,,,,,,,,,
8/13/2019,5.5629,,,,,,,,,,,
8/14/2019,5.6128,,,,,,,,,,,
8/15/2019,5.568,,,,,,,,,,,
8/16/2019,5.5785,,,,,,,,,,,
8/19/2019,5.6609,,,,,,,,,,,
8/20/2019,5.729,,,,,,,,,,,
8/21/2019,5.7162,,,,,,,,,,,
8/22/2019,5.7688,,,,,,,,,,,
8/23/2019,5.7599,,,,,,,,,,,
8/26/2019,5.8252,,,,,,,,,,,
8/27/2019,5.8275,,,,,,,,,,,
8/28/2019,5.8134,,,,,,,,,,,
8/29/2019,5.84,,,,,,,,,,,
8/30/2019,5.8306,,,,,,,,,,,
9/2/2019,5.8068,,,,,,,,,,,
9/3/2019,5.7293,,,,,,,,,,,
9/4/2019,5.667,,,,,,,,,,,
9/5/2019,5.6917,,,,,,,,,,,
9/6/2019,5.7155,,,,,,,,,,,
9/9/2019,5.75,,,,,,,,,,,
9/10/2019,5.7683,,,,,,,,,,,
9/11/2019,5.7515,,,,,,,,,,,
9/12/2019,5.6566,,,,,,,,,,,
9/13/2019,5.6861,,,,,,,,,,,
9/16/2019,5.729,,,,,,,,,,,
9/17/2019,5.7016,,,,,,,,,,,
9/18/2019,5.6768,,,,,,,,,,,
9/19/2019,5.7187,,,,,,,,,,,
9/20/2019,5.7439,,,,,,,,,,,
9/23/2019,5.7174,,,,,,,,,,,
9/24/2019,5.6973,,,,,,,,,,,
9/25/2019,5.6706,,,,,,,,,,,
9/26/2019,5.6655,,,,,,,,,,,
9/27/2019,5.6708,,,,,,,,,,,
9/30/2019,5.6489,,,,,,,,,,,
10/1/2019,5.7231,,,,,,,,,,,
10/2/2019,5.702,,,,,,,,,,,
10/3/2019,5.6947,,,,,,,,,,,
10/4/2019,5.6962,,,,,,,,,,,
10/7/2019,5.8328,,,,,,,,,,,
10/8/2019,5.8311,,,,,,,,,,,
10/9/2019,5.8712,,,,,,,,,,,
10/10/2019,5.8365,,,,,,,,,,,
10/11/2019,5.8853,,,,,,,,,,,
10/14/2019,5.9271,,,,,,,,,,,
10/15/2019,5.9165,,,,,,,,,,,
10/16/2019,5.887,,,,,,,,,,,
10/17/2019,5.8299,,,,,,,,,,,
10/18/2019,5.7919,,,,,,,,,,,
10/21/2019,5.8582,,,,,,,,,,,
10/22/2019,5.8084,,,,,,,,,,,
10/23/2019,5.7351,,,,,,,,,,,
10/24/2019,5.7647,,,,,,,,,,,
10/25/2019,5.7748,,,,,,,,,,,
10/28/2019,5.7312,,,,,,,,,,,
10/29/2019,5.7373,,,,,,,,,,,
10/30/2019,5.702,,,,,,,,,,,
10/31/2019,5.713,,,,,,,,,,,
11/1/2019,5.7124,,,,,,,,,,,
11/4/2019,5.7387,,,,,,,,,,,
11/5/2019,5.7533,,,,,,,,,,,
11/6/2019,5.7508,,,,,,,,,,,
11/7/2019,5.7522,,,,,,,,,,,
11/8/2019,5.7668,,,,,,,,,,,
11/11/2019,5.7733,,,,,,,,,,,
11/12/2019,5.7776,,,,,,,,,,,
11/13/2019,5.7403,,,,,,,,,,,
11/14/2019,5.7477,,,,,,,,,,,
11/15/2019,5.7453,,,,,,,,,,,
11/18/2019,5.7369,,,,,,,,,,,
11/19/2019,5.699,,,,,,,,,,,
11/20/2019,5.6997,,,,,,,,,,,
11/21/2019,5.6966,,,,,,,,,,,
11/22/2019,5.7132,,,,,,,,,,,
11/25/2019,5.7416,,,,,,,,,,,
11/26/2019,5.7597,,,,,,,,,,,
11/27/2019,5.7779,,,,,,,,,,,
11/28/2019,5.7585,,,,,,,,,,,
11/29/2019,5.747,,,,,,,,,,,
12/2/2019,5.7415,,,,,,,,,,,
12/3/2019,5.7431,,,,,,,,,,,
12/4/2019,5.7508,,,,,,,,,,,
12/5/2019,5.7485,,,,,,,,,,,
12/6/2019,5.7766,,,,,,,,,,,
12/9/2019,5.8113,,,,,,,,,,,
12/10/2019,5.8057,,,,,,,,,,,
12/11/2019,5.8074,,,,,,,,,,,
12/12/2019,5.7914,,,,,,,,,,,
12/13/2019,5.8082,,,,,,,,,,,
12/16/2019,5.8498,,,,,,,,,,,
12/17/2019,5.886,,,,,,,,,,,
12/18/2019,5.9261,,,,,,,,,,,
12/19/2019,5.9417,,,,,,,,,,,
12/20/2019,5.94,,,,,,,,,,,
12/23/2019,5.9486,,,,,,,,,,,
12/24/2019,5.9468,,,,,,,,,,,
12/25/2019,5.935,,,,,,,,,,,
12/26/2019,5.9335,,,,,,,,,,,
12/27/2019,5.9502,,,,,,,,,,,
12/30/2019,5.9479,,,,,,,,,,,
12/31/2019,5.9489,,,,,,,,,,,
1/1/2020,5.9466,,,,,,,,,,,
1/2/2020,5.9566,,,,,,,,,,,
1/3/2020,5.9723,,,,,,,,,,,
1/6/2020,5.969,,,,,,,,,,,
1/7/2020,5.9727,,,,,,,,,,,
1/8/2020,5.9091,,,,,,,,,,,
1/9/2020,5.8739,,,,,,,,,,,
1/10/2020,5.8777,,,,,,,,,,,
1/13/2020,5.8671,,,,,,,,,,,
1/14/2020,5.8819,,,,,,,,,,,
1/15/2020,5.8758,,,,,,,,,,,
1/16/2020,5.8597,,,,,,,,,,,
1/17/2020,5.8908,,,,,,,,,,,
1/20/2020,5.9132,,,,,,,,,,,
1/21/2020,5.9376,,,,,,,,,,,
1/22/2020,5.9222,,,,,,,,,,,
1/23/2020,5.9344,,,,,,,,,,,
1/24/2020,5.9391,,,,,,,,,,,
1/27/2020,5.944,,,,,,,,,,,
1/28/2020,5.9403,,,,,,,,,,,
1/29/2020,5.9567,,,,,,,,,,,
1/30/2020,5.9725,,,,,,,,,,,
1/31/2020,5.9822,,,,,,,,,,,
2/3/2020,5.9844,,,,,,,,,,,
2/4/2020,5.9801,,,,,,,,,,,
2/5/2020,5.9827,,,,,,,,,,,
2/6/2020,5.9874,,,,,,,,,,,
2/7/2020,6.0153,,,,,,,,,,,
2/10/2020,6.0108,,,,,,,,,,,
2/11/2020,6.0163,,,,,,,,,,,
2/12/2020,6.042,,,,,,,,,,,
2/13/2020,6.0405,,,,,,,,,,,
2/14/2020,6.0505,,,,,,,,,,,
2/17/2020,6.0449,,,,,,,,,,,
2/18/2020,6.0642,,,,,,,,,,,
2/19/2020,6.0823,,,,,,,,,,,
2/20/2020,6.1004,,,,,,,,,,,
2/21/2020,6.0964,,,,,,,,,,,
2/24/2020,6.1177,,,,,,,,,,,
2/25/2020,6.1441,,,,,,,,,,,
2/26/2020,6.159,,,,,,,,,,,
2/27/2020,6.2078,,,,,,,,,,,
2/28/2020,6.2427,,,,,,,,,,,
3/2/2020,6.1743,,,,,,,,,,,
3/3/2020,6.107,,,,,,,,,,,
3/4/2020,6.0773,,,,,,,,,,,
3/5/2020,6.1105,,,,,,,,,,,
3/6/2020,6.0919,,,,,,,,,,,
3/9/2020,6.1442,,,,,,,,,,,
3/10/2020,6.1575,,,,,,,,,,,
3/11/2020,6.2091,,,,,,,,,,,
3/12/2020,6.3159,,,,,,,,,,,
3/13/2020,6.3321,,,,,,,,,,,
3/16/2020,6.4315,,,,,,,,,,,
3/17/2020,6.3974,,,,,,,,,,,
3/18/2020,6.4752,,,,,,,,,,,
3/19/2020,6.5439,,,,,,,,,,,
3/20/2020,6.5525,,,,,,,,,,,
3/23/2020,6.5617,,,,,,,,,,,
3/24/2020,6.4203,,,,,,,,,,,
3/25/2020,6.417,,,,,,,,,,,
3/26/2020,6.3979,,,,,,,,,,,
3/27/2020,6.455,,,,,,,,,,,
3/30/2020,6.5773,,,,,,,,,,,
3/31/2020,6.6143,,,,,,,,,,,
4/1/2020,6.703,,,,,,,,,,,
4/2/2020,6.6153,,,,,,,,,,,
4/3/2020,6.731,,,,,,,,,,,
4/6/2020,6.7815,,,,,,,,,,,
4/7/2020,6.754,,,,,,,,,,,
4/8/2020,6.7737,,,,,,,,,,,
4/9/2020,6.6746,,,,,,,,,,,
4/10/2020,6.7001,,,,,,,,,,,
4/13/2020,6.7721,,,,,,,,,,,
4/14/2020,6.8155,,,,,,,,,,,
4/15/2020,6.9118,,,,,,,,,,,
4/16/2020,6.9397,,,,,,,,,,,
4/17/2020,6.9317,,,,,,,,,,,
4/20/2020,6.9402,,,,,,,,,,,
4/21/2020,6.9812,,,,,,,,,,,
4/22/2020,6.9787,,,,,,,,,,,
4/23/2020,6.9462,,,,,,,,,,,
4/24/2020,6.9742,,,,,,,,,,,
4/27/2020,6.9861,,,,,,,,,,,
4/28/2020,6.9868,,,,,,,,,,,
4/29/2020,6.952,,,,,,,,,,,
4/30/2020,6.9864,,,,,,,,,,,
5/1/2020,7.012,,,,,,,,,,,
5/4/2020,7.043,,,,,,,,,,,
5/5/2020,7.0746,,,,,,,,,,,
5/6/2020,7.1968,,,,,,,,,,,
5/7/2020,7.1195,,,,,,,,,,,
5/8/2020,7.084,,,,,,,,,,,
5/11/2020,7.0762,,,,,,,,,,,
5/12/2020,6.9971,,,,,,,,,,,
5/13/2020,6.9748,,,,,,,,,,,
5/14/2020,6.922,,,,,,,,,,,
5/15/2020,6.9012,,,,,,,,,,,
5/18/2020,6.8851,,,,,,,,,,,
5/19/2020,6.7775,,,,,,,,,,,
5/20/2020,6.7912,,,,,,,,,,,
5/21/2020,6.7916,,,,,,,,,,,
5/22/2020,6.8147,,,,,,,,,,,
5/25/2020,6.81,,,,,,,,,,,
5/26/2020,6.7275,,,,,,,,,,,
5/27/2020,6.7739,,,,,,,,,,,
5/28/2020,6.8138,,,,,,,,,,,
5/29/2020,6.8202,,,,,,,,,,,
6/1/2020,6.8142,,,,,,,,,,,
6/2/2020,6.7145,,,,,,,,,,,
6/3/2020,6.744,,,,,,,,,,,
6/4/2020,6.7558,,,,,,,,,,,
6/5/2020,6.77,,,,,,,,,,,
6/8/2020,6.7876,,,,,,,,,,,
6/9/2020,6.7973,,,,,,,,,,,
6/10/2020,6.7768,,,,,,,,,,,
6/11/2020,6.8414,,,,,,,,,,,
6/12/2020,6.8126,,,,,,,,,,,
6/15/2020,6.8363,,,,,,,,,,,
6/16/2020,6.8439,,,,,,,,,,,
6/17/2020,6.8448,,,,,,,,,,,
6/18/2020,6.8562,,,,,,,,,,,
6/19/2020,6.8531,,,,,,,,,,,
6/22/2020,6.8483,,,,,,,,,,,
6/23/2020,6.8511,,,,,,,,,,,
6/24/2020,6.8558,,,,,,,,,,,
6/25/2020,6.8549,,,,,,,,,,,
6/26/2020,6.8546,,,,,,,,,,,
6/29/2020,6.8548,,,,,,,,,,,
6/30/2020,6.8525,,,,,,,,,,,
7/1/2020,6.8479,,,,,,,,,,,
7/2/2020,6.851,,,,,,,,,,,
7/3/2020,6.8623,,,,,,,,,,,
7/6/2020,6.8609,,,,,,,,,,,
7/7/2020,6.8595,,,,,,,,,,,
7/8/2020,6.8605,,,,,,,,,,,
7/9/2020,6.8619,,,,,,,,,,,
7/10/2020,6.8658,,,,,,,,,,,
7/13/2020,6.8602,,,,,,,,,,,
7/14/2020,6.8642,,,,,,,,,,,
7/15/2020,6.8558,,,,,,,,,,,
7/16/2020,6.8572,,,,,,,,,,,
7/17/2020,6.8587,,,,,,,,,,,
7/20/2020,6.8578,,,,,,,,,,,
7/21/2020,6.8254,,,,,,,,,,,
7/22/2020,6.8506,,,,,,,,,,,
7/23/2020,6.8439,,,,,,,,,,,
7/24/2020,6.8484,,,,,,,,,,,
7/27/2020,6.8625,,,,,,,,,,,
7/28/2020,6.9355,,,,,,,,,,,
7/29/2020,6.983,,,,,,,,,,,
7/30/2020,6.9955,,,,,,,,,,,
7/31/2020,6.972,,,,,,,,,,,
8/3/2020,6.9578,,,,,,,,,,,
8/4/2020,6.9008,,,,,,,,,,,
8/5/2020,7.0476,,,,,,,,,,,
8/6/2020,7.2389,,,,,,,,,,,
8/7/2020,7.2941,,,,,,,,,,,
8/10/2020,7.3329,,,,,,,,,,,
8/11/2020,7.2025,,,,,,,,,,,
8/12/2020,7.3282,,,,,,,,,,,
8/13/2020,7.3354,,,,,,,,,,,
8/14/2020,7.3664,,,,,,,,,,,
8/17/2020,7.3787,,,,,,,,,,,
8/18/2020,7.3696,,,,,,,,,,,
8/19/2020,7.2905,,,,,,,,,,,
8/20/2020,7.2938,,,,,,,,,,,
8/21/2020,7.3365,,,,,,,,,,,
8/24/2020,7.3768,,,,,,,,,,,
8/25/2020,7.3893,,,,,,,,,,,
8/26/2020,7.3662,,,,,,,,,,,
8/27/2020,7.3587,,,,,,,,,,,
8/28/2020,7.3329,,,,,,,,,,,
8/31/2020,7.3466,,,,,,,,,,,
9/1/2020,7.3652,,,,,,,,,,,
9/2/2020,7.3822,,,,,,,,,,,
9/3/2020,7.4335,,,,,,,,,,,
9/4/2020,7.4331,,,,,,,,,,,
9/7/2020,7.4542,,,,,,,,,,,
9/8/2020,7.4817,,,,,,,,,,,
9/9/2020,7.4848,,,,,,,,,,,
9/10/2020,7.4481,,,,,,,,,,,
9/11/2020,7.4724,,,,,,,,,,,
9/14/2020,7.484,,,,,,,,,,,
9/15/2020,7.4854,,,,,,,,,,,
9/16/2020,7.5054,,,,,,,,,,,
9/17/2020,7.5464,,,,,,,,,,,
9/18/2020,7.5555,,,,,,,,,,,
9/21/2020,7.6321,,,,,,,,,,,
9/22/2020,7.6622,,,,,,,,,,,
9/23/2020,7.7009,,,,,,,,,,,
9/24/2020,7.6254,,,,,,,,,,,
9/25/2020,7.6582,,,,,,,,,,,
9/28/2020,7.8006,,,,,,,,,,,
9/29/2020,7.8168,,,,,,,,,,,
9/30/2020,7.7213,,,,,,,,,,,
10/1/2020,7.746,,,,,,,,,,,
10/2/2020,7.758,,,,,,,,,,,
10/5/2020,7.7646,,,,,,,,,,,
10/6/2020,7.7978,,,,,,,,,,,
10/7/2020,7.8818,,,,,,,,,,,
10/8/2020,7.9435,,,,,,,,,,,
10/9/2020,7.8564,,,,,,,,,,,
10/12/2020,7.8888,,,,,,,,,,,
10/13/2020,7.9191,,,,,,,,,,,
10/14/2020,7.9106,,,,,,,,,,,
10/15/2020,7.9324,,,,,,,,,,,
10/16/2020,7.9333,,,,,,,,,,,
10/19/2020,7.8766,,,,,,,,,,,
10/20/2020,7.8627,,,,,,,,,,,
10/21/2020,7.8122,,,,,,,,,,,
10/22/2020,7.9378,,,,,,,,,,,
10/23/2020,7.9671,,,,,,,,,,,
10/26/2020,8.0834,,,,,,,,,,,
10/27/2020,8.1848,,,,,,,,,,,
10/28/2020,8.2566,,,,,,,,,,,
10/29/2020,8.2883,,,,,,,,,,,
10/30/2020,8.3456,,,,,,,,,,,
11/2/2020,8.44,,,,,,,,,,,
11/3/2020,8.4112,,,,,,,,,,,
11/4/2020,8.4215,,,,,,,,,,,
11/5/2020,8.416,,,,,,,,,,,
11/6/2020,8.5193,,,,,,,,,,,
11/9/2020,8.0525,,,,,,,,,,,
11/10/2020,8.156,,,,,,,,,,,
11/11/2020,7.793,,,,,,,,,,,
11/12/2020,7.6888,,,,,,,,,,,
11/13/2020,7.6804,,,,,,,,,,,
11/16/2020,7.7068,,,,,,,,,,,
11/17/2020,7.6995,,,,,,,,,,,
11/18/2020,7.716,,,,,,,,,,,
11/19/2020,7.5499,,,,,,,,,,,
11/20/2020,7.619,,,,,,,,,,,
11/23/2020,7.8873,,,,,,,,,,,
11/24/2020,8.0054,,,,,,,,,,,
11/25/2020,7.9522,,,,,,,,,,,
11/26/2020,7.8717,,,,,,,,,,,
11/27/2020,7.8137,,,,,,,,,,,
11/30/2020,7.8256,,,,,,,,,,,
12/1/2020,7.8314,,,,,,,,,,,
12/2/2020,7.8616,,,,,,,,,,,
12/3/2020,7.7718,,,,,,,,,,,
12/4/2020,7.813,,,,,,,,,,,
12/7/2020,7.8097,,,,,,,,,,,
12/8/2020,7.8191,,,,,,,,,,,
12/9/2020,7.8244,,,,,,,,,,,
12/10/2020,7.8903,,,,,,,,,,,
12/11/2020,7.8421,,,,,,,,,,,
12/14/2020,7.8508,,,,,,,,,,,
12/15/2020,7.8362,,,,,,,,,,,
12/16/2020,7.8026,,,,,,,,,,,
12/17/2020,7.7027,,,,,,,,,,,
12/18/2020,7.6433,,,,,,,,,,,
12/21/2020,7.6412,,,,,,,,,,,
12/22/2020,7.6593,,,,,,,,,,,
12/23/2020,7.6405,,,,,,,,,,,
12/24/2020,7.5623,,,,,,,,,,,
12/25/2020,7.5863,,,,,,,,,,,
12/28/2020,7.4382,,,,,,,,,,,
12/29/2020,7.3954,,,,,,,,,,,
12/30/2020,7.3832,,,,,,,,,,,
12/31/2020,7.4349,,,,,,,,,,,
1/1/2021,7.4299,,,,,,,,,,,
1/4/2021,7.4222,,,,,,,,,,,
1/5/2021,7.3866,,,,,,,,,,,
1/6/2021,7.3059,,,,,,,,,,,
1/7/2021,7.3481,,,,,,,,,,,
1/8/2021,7.3732,,,,,,,,,,,
1/11/2021,7.4836,,,,,,,,,,,
1/12/2021,7.4544,,,,,,,,,,,
1/13/2021,7.4028,,,,,,,,,,,
1/14/2021,7.3609,,,,,,,,,,,
1/15/2021,7.4586,,,,,,,,,,,
1/18/2021,7.4731,,,,,,,,,,,
1/19/2021,7.4647,,,,,,,,,,,
1/20/2021,7.4186,,,,,,,,,,,
1/21/2021,7.3679,,,,,,,,,,,
1/22/2021,7.4103,,,,,,,,,,,
1/25/2021,7.4046,,,,,,,,,,,
1/26/2021,7.3439,,,,,,,,,,,
1/27/2021,7.4139,,,,,,,,,,,
1/28/2021,7.3342,,,,,,,,,,,
1/29/2021,7.3193,,,,,,,,,,,
2/1/2021,7.1865,,,,,,,,,,,
2/2/2021,7.2023,,,,,,,,,,,
2/3/2021,7.1645,,,,,,,,,,,
2/4/2021,7.1358,,,,,,,,,,,
2/5/2021,7.0564,,,,,,,,,,,
2/8/2021,7.0732,,,,,,,,,,,
2/9/2021,7.0686,,,,,,,,,,,
2/10/2021,7.0578,,,,,,,,,,,
2/11/2021,7.0258,,,,,,,,,,,
2/12/2021,7.0357,,,,,,,,,,,
2/15/2021,6.9642,,,,,,,,,,,
2/16/2021,6.993,,,,,,,,,,,
2/17/2021,6.966,,,,,,,,,,,
2/18/2021,6.9644,,,,,,,,,,,
2/19/2021,6.9814,,,,,,,,,,,
2/22/2021,7.021,,,,,,,,,,,
2/23/2021,7.1052,,,,,,,,,,,
2/24/2021,7.1692,,,,,,,,,,,
2/25/2021,7.3527,,,,,,,,,,,
2/26/2021,7.4249,,,,,,,,,,,
3/1/2021,7.296,,,,,,,,,,,
3/2/2021,7.3601,,,,,,,,,,,
3/3/2021,7.4455,,,,,,,,,,,
3/4/2021,7.5113,,,,,,,,,,,
3/5/2021,7.532,,,,,,,,,,,
3/8/2021,7.7454,,,,,,,,,,,
3/9/2021,7.6072,,,,,,,,,,,
3/10/2021,7.5045,,,,,,,,,,,
3/11/2021,7.4759,,,,,,,,,,,
3/12/2021,7.5668,,,,,,,,,,,
3/15/2021,7.5327,,,,,,,,,,,
3/16/2021,7.4852,,,,,,,,,,,
3/17/2021,7.4954,,,,,,,,,,,
3/18/2021,7.3226,,,,,,,,,,,
3/19/2021,7.2131,,,,,,,,,,,
3/22/2021,7.7886,,,,,,,,,,,
3/23/2021,7.94,,,,,,,,,,,
3/24/2021,7.921,,,,,,,,,,,
3/25/2021,7.9417,,,,,,,,,,,
3/26/2021,8.0803,,,,,,,,,,,
3/29/2021,8.1995,,,,,,,,,,,
3/30/2021,8.3233,,,,,,,,,,,
3/31/2021,8.2399,,,,,,,,,,,
4/1/2021,8.1056,,,,,,,,,,,
4/2/2021,8.1525,,,,,,,,,,,
4/5/2021,8.1021,,,,,,,,,,,
4/6/2021,8.1282,,,,,,,,,,,
4/7/2021,8.1464,,,,,,,,,,,
4/8/2021,8.1325,,,,,,,,,,,
4/9/2021,8.1546,,,,,,,,,,,
4/12/2021,8.1432,,,,,,,,,,,
4/13/2021,8.1047,,,,,,,,,,,
4/14/2021,8.0651,,,,,,,,,,,
4/15/2021,8.0123,,,,,,,,,,,
4/16/2021,8.0605,,,,,,,,,,,
4/19/2021,8.0896,,,,,,,,,,,
4/20/2021,8.1068,,,,,,,,,,,
4/21/2021,8.1807,,,,,,,,,,,
4/22/2021,8.3095,,,,,,,,,,,
4/23/2021,8.3682,,,,,,,,,,,
4/26/2021,8.2709,,,,,,,,,,,
4/27/2021,8.2069,,,,,,,,,,,
4/28/2021,8.188,,,,,,,,,,,
4/29/2021,8.1953,,,,,,,,,,,
4/30/2021,8.2822,,,,,,,,,,,
5/3/2021,8.2474,,,,,,,,,,,
5/4/2021,8.3244,,,,,,,,,,,
5/5/2021,8.3127,,,,,,,,,,,
5/6/2021,8.2727,,,,,,,,,,,
5/7/2021,8.2343,,,,,,,,,,,
5/10/2021,8.2744,,,,,,,,,,,
5/11/2021,8.277,,,,,,,,,,,
5/12/2021,8.4186,,,,,,,,,,,
5/13/2021,8.502,,,,,,,,,,,
5/14/2021,8.4554,,,,,,,,,,,
5/17/2021,8.3117,,,,,,,,,,,
5/18/2021,8.3548,,,,,,,,,,,
5/19/2021,8.4125,,,,,,,,,,,
5/20/2021,8.3805,,,,,,,,,,,
5/21/2021,8.4154,,,,,,,,,,,
5/24/2021,8.389,,,,,,,,,,,
5/25/2021,8.4618,,,,,,,,,,,
5/26/2021,8.4559,,,,,,,,,,,
5/27/2021,8.4982,,,,,,,,,,,
5/28/2021,8.5647,,,,,,,,,,,
5/31/2021,8.4919,,,,,,,,,,,
6/1/2021,8.519,,,,,,,,,,,
6/2/2021,8.5927,,,,,,,,,,,
6/3/2021,8.7025,,,,,,,,,,,
6/4/2021,8.6668,,,,,,,,,,,
6/7/2021,8.6126,,,,,,,,,,,
6/8/2021,8.6052,,,,,,,,,,,
6/9/2021,8.5899,,,,,,,,,,,
6/10/2021,8.4279,,,,,,,,,,,
6/11/2021,8.3942,,,,,,,,,,,
6/14/2021,8.4692,,,,,,,,,,,
6/15/2021,8.5574,,,,,,,,,,,
6/16/2021,8.6159,,,,,,,,,,,
6/17/2021,8.7193,,,,,,,,,,,
6/18/2021,8.7373,,,,,,,,,,,
6/21/2021,8.77,,,,,,,,,,,
6/22/2021,8.6499,,,,,,,,,,,
6/23/2021,8.64,,,,,,,,,,,
6/24/2021,8.7087,,,,,,,,,,,
6/25/2021,8.7643,,,,,,,,,,,
6/28/2021,8.6845,,,,,,,,,,,
6/29/2021,8.7318,,,,,,,,,,,
6/30/2021,8.7026,,,,,,,,,,,
7/1/2021,8.6551,,,,,,,,,,,
7/2/2021,8.6796,,,,,,,,,,,
7/5/2021,8.6658,,,,,,,,,,,
7/6/2021,8.6893,,,,,,,,,,,
7/7/2021,8.6814,,,,,,,,,,,
7/8/2021,8.6943,,,,,,,,,,,
7/9/2021,8.6581,,,,,,,,,,,
7/12/2021,8.6353,,,,,,,,,,,
7/13/2021,8.621,,,,,,,,,,,
7/14/2021,8.5851,,,,,,,,,,,
7/15/2021,8.5629,,,,,,,,,,,
7/16/2021,8.5178,,,,,,,,,,,
7/19/2021,8.5854,,,,,,,,,,,
7/20/2021,8.5646,,,,,,,,,,,
7/21/2021,8.5578,,,,,,,,,,,
7/22/2021,8.5648,,,,,,,,,,,
7/23/2021,8.5504,,,,,,,,,,,
7/26/2021,8.5497,,,,,,,,,,,
7/27/2021,8.5594,,,,,,,,,,,
7/28/2021,8.5488,,,,,,,,,,,
7/29/2021,8.4521,,,,,,,,,,,
7/30/2021,8.4457,,,,,,,,,,,
