Date,USDTRY,Baseline_Anomaly,Baseline_Anomaly_Score,IF_Anomaly,IF_Anomaly_Score,Comparison_Class
2017-04-24,3.573,False,0.588893549648663,False,0.4415031585941437,NEITHER
2017-04-25,3.5797,False,0.5241594478821543,False,0.3885046001180773,NEITHER
2017-04-26,3.5783,False,0.4855439540683588,False,0.38607418557799905,NEITHER
2017-04-27,3.5612,False,0.4758120227242198,False,0.3882956533210616,NEITHER
2017-04-28,3.5516,False,0.4679124612020388,False,0.40147386775556615,NEITHER
2017-05-01,3.5545,False,0.1583993878412125,False,0.38331738903774154,NEITHER
2017-05-02,3.5273,False,0.2776379579834159,False,0.4074743476256077,NEITHER
2017-05-03,3.5349,False,0.2440415716889604,False,0.39155378348426567,NEITHER
2017-05-04,3.554,False,0.3048200363827033,False,0.372370359657223,NEITHER
2017-05-05,3.5441,False,0.3058762455930517,False,0.3664550456326346,NEITHER
2017-05-08,3.5851,False,0.4463368609995353,False,0.38375482127763966,NEITHER
2017-05-09,3.6239,False,0.5118287546030139,False,0.3998412135785453,NEITHER
2017-05-10,3.5874,False,0.548099467232532,False,0.3866917577500656,NEITHER
2017-05-11,3.5758,False,0.5619250239595105,False,0.3697391712515736,NEITHER
2017-05-12,3.5731,False,0.5582097433836414,False,0.3675658033811302,NEITHER
2017-05-15,3.5483,False,0.4761886847069073,False,0.3796214536821235,NEITHER
2017-05-16,3.5392,False,0.448777386282352,False,0.39778887113048816,NEITHER
2017-05-17,3.5681,False,0.3527950279317547,False,0.3767730084935498,NEITHER
2017-05-18,3.6251,False,0.6018025684884698,False,0.407149956094583,NEITHER
2017-05-19,3.5753,False,0.6838686385226426,False,0.4097031131341451,NEITHER
2017-05-22,3.5593,False,0.6639265662315534,False,0.3820652855517005,NEITHER
2017-05-23,3.5704,False,0.6658733987588104,False,0.3843601841487771,NEITHER
2017-05-24,3.5604,False,0.6377834323755389,False,0.37910904466811335,NEITHER
2017-05-25,3.5667,False,0.4078005927238368,False,0.3759237175186769,NEITHER
2017-05-26,3.5777,False,0.217435073508067,False,0.361171240667817,NEITHER
2017-05-29,3.5772,False,0.1542659870903232,False,0.3603268035839907,NEITHER
2017-05-30,3.5491,False,0.2723265247408659,False,0.37389620824289244,NEITHER
2017-05-31,3.527,False,0.3144052952046082,False,0.37583035408051324,NEITHER
2017-06-01,3.5246,False,0.2951708238739798,False,0.36347564149897266,NEITHER
2017-06-02,3.5098,False,0.2228901154864483,False,0.3856237623107814,NEITHER
2017-06-05,3.5237,False,0.3114325047036433,False,0.37177248450772704,NEITHER
2017-06-06,3.5151,False,0.255599587324188,False,0.36435054359385166,NEITHER
2017-06-07,3.5503,False,0.4374146140382289,False,0.3815949482003506,NEITHER
2017-06-08,3.5244,False,0.4795177568074862,False,0.36742366189017794,NEITHER
2017-06-09,3.5373,False,0.457625620831879,False,0.36407557316008804,NEITHER
2017-06-12,3.5164,False,0.4955120544846427,False,0.366139608965064,NEITHER
2017-06-13,3.5198,False,0.4918377218577238,False,0.3572431242728441,NEITHER
2017-06-14,3.4878,False,0.3792483642753381,False,0.3962119479967592,NEITHER
2017-06-15,3.513,False,0.4595403710037534,False,0.37034676754114687,NEITHER
2017-06-16,3.5027,False,0.433305261550848,False,0.36858032133556257,NEITHER
2017-06-19,3.5228,False,0.4523157480612301,False,0.3639868364454866,NEITHER
2017-06-20,3.5444,False,0.493915291360548,False,0.36509194015602303,NEITHER
2017-06-21,3.531,False,0.3706295472569684,False,0.36424581137984374,NEITHER
2017-06-22,3.5077,False,0.4019104356697344,False,0.3670098011526049,NEITHER
2017-06-23,3.5088,False,0.3897908935480614,False,0.3540544630362448,NEITHER
2017-06-26,3.5008,False,0.3329346183459145,False,0.36033226193538204,NEITHER
2017-06-27,3.5263,False,0.3721818225123981,False,0.3693966214037871,NEITHER
2017-06-28,3.5128,False,0.3682440569467272,False,0.36087740474545776,NEITHER
