Regime,0.0,1.0,2.0
0,0.8589743589743589,0.0641025641025641,0.07692307692307693
1,0.003297220913801225,0.9853980216674517,0.011304757418747056
2,0.01646090534979424,0.10699588477366255,0.8765432098765432
