Model_Version,Training_Start,Training_Cutoff,Observations,Volatility_Floor,Volatility_Floor_Quantile,Baseline_Anomalies,Baseline_Anomaly_Rate,IF_Score_Median,IF_Score_P95,IF_Score_P99,Latest_State,Latest_Baseline_Score,Latest_IF_Score,Latest_IF_Percentile
M2-v0.2.0,2017-04-24,2026-08-07,2425,0.0007028294836738612,0.05,162,0.0668041237113402,0.36625630244701124,0.5363940192620982,0.6791762023002426,NORMAL,0.396268979573304,0.34723045447070594,0.23381443298969073
